song_id,platform_id,released_year,language,number_of_comments
4662,W17449417,2013,eng,2680
5478,W139087,2004,eng,1055
4993,X43908,1994,eng,189
2542,Y15990969,2012,eng,5039
1123,P13440,1985,eng,1251
3674,S19793,2004,,527
3011,Y22649,2000,eng,847
2519,R13162,1998,eng,1333
6519,P342240,1996,en-US,744
7034,Y11469379,2011,en-US,1779
2868,P13223520,2004,eng,3285
1845,W58027,1996,ger,2881
1028,X26247008,2016,eng,11983
5433,Y6489529,2009,eng,675
5643,T56634,1956,en-US,348
7906,P166580,1999,eng,509
7226,S404223,1979,,190
9362,X5618698,2009,en-US,1578
6032,X1963638,2007,,1600
6278,W18869967,1935,eng,1669
8363,V13565676,2012,eng,1221
5068,T210404,1949,,908
8236,T583924,2005,en-US,620
9620,X420278,1980,eng,237
8484,P7980,1996,,174
8326,W18090147,2014,eng,2636
9445,S13151283,2012,ara,855
6908,X31268,1984,eng,131
3773,T37034,1983,eng,4070
8284,Y76179,1999,eng,1119
9525,Q400881,1984,en-US,336
3331,W213367,1986,,615
2907,V773276,1994,,796
4761,V13416236,2012,eng,1339
9894,W12017,1998,,390
2500,X10552338,2011,eng,4221
1669,P17020,2005,eng,4329
2836,U71865,1993,en-US,2574
803,Y271199,1999,eng,1541
7459,R54492,1894,eng,694
4288,Q64481,2003,en-US,3111
7535,Q18602341,2015,eng,2285
8392,P23545800,2015,eng,2231
3948,V37526,1599,eng,941
1365,P37380,1940,eng,4830
2598,W7274337,2010,eng,4331
6321,R2999282,2008,en-GB,1034
1824,Y162089,2007,en-US,3150
4061,U744615,2007,,808
6488,P45020,1996,eng,1189
6471,X10131648,2011,eng,1886
259,U7631105,2010,eng,23058
3118,T17383934,2013,eng,4313
8412,W104737,1995,eng,1397
6512,R16372,1962,eng,808
1333,S10883,2003,eng,1386
4439,Y1767779,1989,,531
5557,U18656055,2014,eng,2006
105,P18710190,2013,eng,62536
5380,T824734,2002,eng,1857
9427,W25241477,2015,eng,1886
749,P15753740,2013,eng,13923
1003,V61666,1985,eng,2126
2246,V20604826,2014,eng,3223
144,S8664353,2010,eng,41572
5083,S93793,2006,eng,632
6581,S111023,1993,eng,152
2480,R111332,2003,eng,4298
3021,W218357,2006,en-US,3208
1258,V31456,1980,eng,2733
2367,V11206,1994,eng,3168
1235,P55030,1980,eng,1833
1283,U227265,1992,en-US,4332
7211,V84786,1999,eng,674
1399,Y144349,2005,en-US,2395
4254,U16158535,2013,eng,2502
7588,W6871737,2010,en-US,1712
8662,R60932,1998,eng,897
9571,P6351910,2009,eng,379
9972,T4984,1999,en-GB,316
1007,R35982,2004,en-GB,6051
7415,S17798233,2014,eng,2181
2020,T603204,1998,en-US,638
7199,X15451058,2015,eng,2554
7398,R15852,1916,eng,446
3632,W12007,1990,en-GB,1242
4063,X24876258,2015,eng,3252
8034,P160830,2005,en-US,347
7843,Q17182421,2013,eng,2452
1119,P13890,1996,eng,1517
9498,X221298,2006,en-US,212
4216,W7743117,2012,en-CA,3234
1383,Y15779,1978,eng,1973
7956,Q16301111,2012,eng,1120
6724,R394772,1975,,322
5099,S34503,2001,eng,568
4750,V7981456,2010,eng,3832
1575,V3213286,2008,eng,7640
457,R10692,2005,eng,14252
879,Q41681,1906,eng,4750
268,T6334,2005,eng,21927
1479,V29396,2004,eng,3132
968,S7968243,2006,eng,4534
619,W11468377,2011,eng,5715
1480,Q13831,1983,en-US,3810
7389,P22609080,2014,eng,1150
1300,U49465,2004,en-US,5570
533,V24817626,2015,eng,24535
3447,P18003300,2013,eng,2530
2624,S30013,1988,eng,1048
3735,P11580,1982,en-US,134
6515,V11988046,2013,eng,3277
7030,Y239109,2003,en-US,135
9086,P74270,1996,eng,791
2121,Y6977769,2010,en-US,3235
399,W3950967,2007,en-US,11330
8802,V12786,2005,eng,1559
2179,Q26074181,2016,eng,9632
3524,P27000,2002,eng,2328
844,U293595,1989,eng,3318
2686,X4898,2004,,679
3860,U169875,1991,en-US,813
3996,X68458,1994,pol,1135
2508,V11346,1973,en-US,2324
5818,S114133,2007,eng,879
6102,Q17491,1939,eng,520
2238,Q110391,2000,en-US,2634
6179,R3276012,2008,en-GB,1168
9910,P714380,1983,,261
7640,R22642472,2014,eng,1898
8719,V25176,1981,eng,385
8203,W347577,2004,,396
8201,S56913,2004,en-GB,129
6672,P7520,2003,eng,493
8595,R20705702,2014,eng,2607
1486,V83346,1871,eng,2131
5064,Y16124019,2012,en-US,1725
8376,R68452,1999,pol,403
3829,Y6405929,2009,eng,1549
6883,S11488123,2011,eng,1972
8671,Y26072609,2016,eng,1659
168,W149267,1978,en-US,13808
6768,X616828,1910,eng,739
8876,V6691426,2010,eng,2352
5899,U110385,2001,en-US,1548
3962,T22544024,2015,eng,3102
9123,W5697,1896,eng,122
2529,X7198988,2010,eng,1805
5362,W5168517,2009,eng,798
4680,R248682,2003,eng,594
6813,Q89731,2004,eng,2279
3368,S18659623,2014,eng,4766
3771,Q140671,1984,eng,1250
6335,V316496,1988,eng,687
1609,T7351574,2010,en-US,122
7721,P38030,2002,en-US,1036
3876,W320167,2000,eng,440
7174,U6696465,2010,,1114
8839,X23492288,2016,eng,2226
1514,P17780,1999,en-US,4593
3217,R171102,2006,,2360
2346,V5632446,2009,eng,6131
6974,V18461986,2015,eng,2624
199,Q12691,2005,eng,13407
1256,T1971304,2008,en-GB,8465
7096,Q17329041,2013,en-GB,2515
1295,V17029526,2013,eng,5912
5705,R5062,2001,eng,982
9063,R734542,1978,,464
6306,X106648,1990,eng,353
3054,T2223324,2003,,31
599,U8695,1980,eng,3851
2431,Y1991039,1997,nor,3957
5103,X16248078,2013,eng,1970
4891,X93768,1986,eng,187
9195,X76668,1988,,202
5603,T13331184,2012,,2463
3419,Y152519,1861,eng,1685
9789,R818372,1981,eng,226
7945,V7025086,2010,en-US,50
556,S10603,1981,spa,2832
1693,Y44659,1982,eng,2210
4071,V357636,1930,en-US,700
979,S18816603,2014,eng,11792
3046,R603422,1977,eng,383
5789,W10762697,2011,eng,254
135,Q62291,2000,eng,19497
3183,S2498983,2008,eng,1597
5259,U18584855,2016,eng,8605
6161,X18209468,2014,eng,2125
365,U5805,1990,eng,4138
9209,Q22504701,2015,eng,2511
2383,V204276,2003,en-US,1833
3832,W121927,2006,eng,806
197,R301082,2001,en-US,16818
2405,V26046,2006,eng,1189
4749,P49250,1994,eng,540
8987,X32428,1987,eng,260
6344,Q2210921,2008,eng,1055
2554,Q34511,2003,eng,1286
1209,R13486122,2012,eng,3917
6808,W15047,1987,eng,1035
6981,Y6294549,2009,en-US,2091
5663,Y25065629,2015,eng,2057
2843,P3918010,2010,eng,874
2428,X6950688,2010,en-US,2246
7446,Q479561,1997,eng,282
6146,R170632,1995,eng,315
3531,W65497,1979,eng,1023
4122,T17834834,2010,en-GB,2563
4790,Y18077769,2014,eng,2640
6916,P18869970,1951,eng,2163
3949,S19083,-350,eng,289
2430,W58077,2005,eng,2250
6023,Q129621,1989,eng,657
4491,T18505784,2014,eng,2786
3865,W12099007,2012,eng,2098
6756,Y13929,2007,en-US,2125
5082,P11777020,2008,eng,1764
7724,Y144789,2003,eng,420
1692,R10412,2004,eng,3216
4670,R519112,1997,en-US,1558
9017,V39916,2002,eng,561
7969,Q84351,2004,en-US,1991
3922,U122125,2000,eng,584
1646,T9534,2000,en-US,1402
2614,V8087906,2011,en-GB,3174
7929,Q23731881,2015,eng,1838
8447,T18323154,2013,ara,1250
2588,W3503947,2008,ara,3824
3005,T15791154,2013,eng,2513
5581,W48037,1872,eng,1668
4732,X137098,2005,eng,1019
5016,Q688191,2006,eng,2431
7047,S32453,1984,eng,274
1309,S9439303,2010,en-GB,4137
3036,Q33441,2003,eng,1935
3074,S16142053,2013,eng,3890
4973,Y10739,1961,en-CA,1579
5674,Q7202841,2010,en-US,1138
6691,T8598554,2011,eng,886
2952,T20564,1860,eng,1424
2108,S395233,1914,en-GB,237
3987,T29632984,2016,eng,2022
2145,S56373,1998,eng,2008
1262,R112,1976,eng,1374
1627,W3507,2006,eng,1971
9296,W4887,1979,en-GB,537
9562,P1624920,2008,eng,468
3220,R3165162,2008,eng,509
5077,Y170619,1992,,568
1558,U6609765,2010,en-US,10058
6902,Y596259,2000,,683
4156,R6315602,2009,eng,2547
3889,T77554,1993,eng,1459
1185,T306654,1984,,3440
5513,Q16090981,2013,eng,3489
8299,U18108795,2013,eng,682
3314,S823,2003,en-US,1776
1944,X51428,2005,eng,3101
2567,X9917938,2011,eng,5562
6516,U39795,1992,eng,1166
4401,V4201106,2008,en-US,2239
1796,P68210,2004,en-US,7870
5365,T5422154,2009,eng,1790
1168,W48757,1982,eng,3027
4922,R9970042,2012,eng,1755
420,X3478,1998,en-US,3721
5914,P41950,2002,,728
7329,Y15852479,2013,eng,1826
2803,T8788554,2011,en-US,6132
9423,U8471815,2011,eng,1154
9074,Y13809,2004,,104
6680,S6621143,2010,,1276
5198,R16532,1984,eng,566
3933,P14990,2005,en-US,2306
6353,V6931246,2010,,2438
9949,T1824,2004,en-US,1025
9501,P17285330,2015,eng,2033
8815,V436806,1928,eng,906
9135,W7614747,2010,eng,814
5475,P9943270,2013,eng,3006
2939,Y16729,1975,eng,2396
8125,R5981872,2009,eng,1905
5522,S534733,1998,en-US,536
2126,U2355575,2008,en-US,2947
6532,T125564,1993,,802
1343,V34506,1986,en-US,2395
8022,P16000980,2013,eng,986
113,X168668,1961,en-US,13734
5660,W10345937,2013,eng,3442
1708,W20821087,2014,en-US,7091
1958,W7933617,2011,eng,2535
20,X7260188,2010,eng,96274
1372,P16031620,2012,ara,5771
5835,Q6340471,2009,eng,2125
1778,W91767,1983,,330
8161,W19307,1948,en-US,209
7313,Y65399,1999,eng,625
7562,U2267195,1894,eng,438
3215,P2299110,2008,en-US,3240
1633,X31338,1995,eng,1373
578,Y10629,1983,fre,2092
1242,P17262100,2013,eng,7249
3793,T8709524,2014,en-US,4250
7427,P3750,1955,eng,905
6645,P138070,2006,en-US,2069
8133,R37302,1999,eng,425
6494,X8419428,2011,eng,1371
4959,P3492020,2009,eng,710
9040,T24396884,2015,eng,889
536,Q17878931,2015,eng,30249
8305,V10006,2004,eng,636
9759,V386,2004,eng,909
1010,P43070,1988,en-US,598
4708,P9832370,,eng,92
1143,T16102004,2013,eng,7381
6248,U7124095,2010,eng,1903
3495,Y84699,2005,,981
2434,S294963,1994,eng,261
5809,V10836,1997,eng,540
3328,X13597728,2013,eng,4166
8164,P16175040,2013,eng,2033
130,U2165,1952,eng,16716
2112,P20698530,2015,eng,10332
1725,P6324090,1865,eng,5047
3512,W9634967,2011,eng,3794
8999,T2474084,1936,eng,55
3923,W867247,1645,,959
3974,W28547,1977,eng,608
3002,Q32071,1913,en-US,1503
49,Q49041,2006,eng,44020
4630,R128752,2003,en-US,767
3209,W23341607,2015,eng,2515
1252,R11869272,2012,en-US,9324
433,Y42899,2005,eng,10769
4055,W608287,1992,eng,1651
9729,Y13489919,2012,eng,1700
5437,T12194,1900,eng,1002
9594,W9581507,2011,en-US,2208
7463,W15157,1999,eng,618
5600,Y2195309,2008,en-US,904
7828,X12482658,2012,eng,2499
7249,W100247,2002,eng,836
7358,T8619814,2011,eng,2061
7278,W3276637,2008,eng,390
2716,X67238,1988,eng,752
2483,R16033902,2013,eng,3667
153,V1582996,2008,eng,23643
7927,V339026,2004,,615
6092,S920143,1983,eng,507
8269,Y43799,1985,eng,429
5219,X30002998,2016,eng,2945
782,U58345,1899,eng,5662
1605,P6440,1819,eng,1780
3361,W50937,1998,eng,495
9129,P23960,2001,eng,241
3091,W12657,1965,eng,1092
4767,Y13435889,2012,eng,1947
9906,W1087207,1999,eng,137
8467,W16158527,2013,eng,1263
7468,S15673,1995,eng,435
4095,U5575,1980,eng,835
2337,Q431,1987,eng,2418
9226,Y20874139,2011,en-US,852
5583,T82434,2003,eng,2815
9315,Y11996019,2012,en-US,63
440,S7315573,2010,eng,11859
1127,X91478,2002,eng,3137
8579,Q15806231,2013,eng,1199
8507,Y6080889,2009,eng,1444
1870,U455925,2000,en-US,2403
8303,Y13235689,2012,,738
928,R17675462,2012,eng,20296
9961,R6872,1981,eng,902
5547,S1928873,2008,eng,854
4897,U9565045,2011,en-US,2862
3991,P237320,2004,eng,2467
7437,P12813860,2012,eng,1325
4273,U672875,1485,eng,671
1457,R363752,1999,eng,2215
9521,Y7632329,2010,eng,1084
5113,Y6120349,2009,eng,1430
6497,V13337716,2011,eng,929
9802,V15766776,2013,eng,1559
6536,W13817,1998,,116
6110,R12072362,2011,eng,370
1261,Q10611,1987,eng,3048
4536,Y211099,2011,eng,844
2725,Q6316171,2009,eng,4285
3848,W9635657,2011,eng,866
1761,U6346975,2011,eng,4129
8527,R8158992,2013,eng,1527
1388,V5346,2004,eng,1754
3270,S18170143,2013,eng,2831
4335,V5556466,2009,en-US,3369
7038,W102327,1984,eng,716
1650,W37677,1906,eng,483
3132,P183660,2006,eng,3793
4654,U20697435,2014,eng,3347
3781,T9681214,2011,eng,4839
2690,U27239265,2015,eng,2229
6392,V158516,1927,,267
8177,Q615921,2003,en-GB,273
8581,U502295,2007,en-US,252
8667,Q653711,1982,en-US,360
4539,V12444166,2012,eng,4066
6791,T13374,2004,en-US,1062
971,P766020,1995,en-US,1764
6305,Q1107001,1982,,114
4591,W6604887,2007,ara,2434
4537,Q1591,-411,eng,653
5226,V1491906,2008,,1562
2376,U99085,2000,en-US,206
2892,S808853,1969,,165
6526,U237665,2004,eng,1579
7041,X268598,1999,en-GB,690
6126,V886066,2008,eng,761
9929,V6614886,,ara,803
4509,R63032,2004,spa,2930
4428,P6945530,2011,en-US,1987
8883,Y420739,1995,en-GB,936
2137,W21965107,2014,eng,5131
2445,Q91661,1994,en-US,4823
3089,T175004,2003,,1078
2380,Y72159,1955,eng,726
7900,X17910048,2014,eng,2627
1818,P2168860,2008,eng,3250
9059,X55018,2007,eng,753
4294,V85306,2004,en-US,1289
704,W4687,1985,eng,3170
7700,Q7384801,2010,eng,802
4371,Q61181,1979,eng,443
7856,X851678,2005,,1282
3768,Y13536649,2012,eng,1312
6590,U59715,1990,eng,425
6187,S754713,1917,eng,471
4042,Y91249,1984,,371
6702,Q682751,1986,eng,504
2960,Y95819,1969,eng,327
3862,S7091713,2010,eng,980
5306,R822,2004,en-US,621
7717,Y621739,1928,,612
3124,T426504,1944,en-US,1561
7657,P11983940,2012,eng,2574
4036,X7800188,2010,en-US,2630
8486,U24611425,2015,eng,2139
1807,T10626594,2011,eng,10427
603,S2767793,2008,eng,9111
2049,Y78039,1968,,1082
8885,X22635858,2015,eng,1881
2388,V6828896,2010,,1820
8445,V73906,1987,eng,513
7136,Q18221931,2013,eng,2325
1834,P23751850,2011,en-CA,4525
1241,P10587120,2011,eng,5847
9896,W9639197,2011,,2116
8560,Y19049,2005,,142
2780,S1814843,2006,eng,1195
1524,V27161156,2016,eng,13146
3790,U15595,1995,eng,1439
4673,R4527502,2009,eng,1674
1935,U18607805,2011,eng,38
5183,P16116760,2012,en-US,1971
1053,S5093,2004,eng,2508
7325,T261604,1999,eng,497
5356,Y234489,1987,en-US,279
4488,U13452375,2012,eng,2235
4185,Q16134551,2012,en-GB,2472
8601,V16248196,2011,,984
6480,Y119829,1982,eng,1060
1450,Y927979,2008,en-US,1975
9042,Q18310201,2014,eng,1389
5440,R542752,2002,en-GB,1699
8540,Y9266769,2011,en-US,1046
8245,T171624,1962,en-US,202
1213,P31360,1996,eng,2021
6442,P782580,1965,en-US,70
3765,R673252,1991,eng,88
2841,V7237456,2010,en-US,3737
2188,P14250,1993,eng,1776
4712,Y58889,1997,en-US,809
4912,R11720382,2012,eng,1628
7495,P669780,1966,eng,1664
8056,Y12254379,2009,eng,1130
6732,S388223,1862,eng,135
405,P4980,1973,eng,5265
3105,S1811543,2008,en-US,2651
4898,Y33609,1954,eng,1669
6574,V985386,1994,eng,265
3064,Y23754479,2015,eng,3742
1798,U11389875,2014,eng,5078
7295,R19452,2005,eng,793
7395,Q14481,1971,,115
8005,S21457243,2015,eng,1979
8229,S419083,2001,,652
2944,X34498,2000,eng,975
7531,W696177,2005,eng,150
5781,V43926,2005,eng,1225
3283,P7091370,2010,en-US,2360
791,P6614960,2010,en-US,9871
7965,Q122211,1989,eng,164
4483,T24814,1996,eng,264
5665,P16360,1936,eng,892
229,S24213,1865,eng,7736
5530,S16122163,2012,en-GB,1591
223,W249747,2001,eng,8384
3469,Y38169,1959,eng,2480
5589,R69392,2003,eng,1966
4264,X2501458,1993,ara,1794
301,P4900,1899,eng,9791
9703,V22474626,2014,,645
3866,R10776592,2008,eng,2907
6190,R229432,1837,eng,1175
8824,X37298,1995,en-US,405
8674,U12019355,2012,,937
9262,Y44399,1988,en-US,244
1178,V62446,1881,eng,1565
3214,T6339304,2009,en-US,828
2875,X31548,1915,eng,2567
149,P4374400,2009,en-US,34959
1900,X10588,1993,eng,905
5100,Y83539,1966,,303
4558,R281512,2000,en-US,271
6122,U402015,2002,eng,425
9713,Q15761241,2012,eng,877
9071,S473623,1946,eng,169
3791,P40200,2002,eng,2682
2702,W6114607,2002,en-US,5112
1005,Q3711,1999,en-US,5347
6178,W13281637,2011,en-US,794
4588,U92855,1996,eng,408
8881,V15762186,2013,eng,2033
3576,P13638570,2013,en,3626
4828,Y6819,1999,eng,1868
531,W52357,975,en-US,5098
7818,V4107256,2009,eng,774
8516,Y12349,1998,eng,1254
9993,W4936457,2008,eng,970
6951,X264778,1978,eng,392
6252,W29397,2005,eng,456
2988,Y32979,1930,eng,2169
5453,U13193855,2012,en-US,1161
5634,S7054123,2010,en-US,2188
4081,Q231,2004,en-US,1891
4105,T84144,2004,eng,1209
9513,P4530,2003,en-US,793
4111,S29430013,2016,eng,3688
1987,W10617,1985,eng,651
8095,R6647312,2000,eng,2333
2845,Q6686101,2011,en-US,1869
5568,T10574,2005,eng,1847
6558,R96472,1980,eng,522
1155,S334123,2003,en-US,4093
729,V77566,1989,eng,5640
3022,Y3049,1390,,1159
987,R8621462,2011,eng,24522
6029,T350684,1985,eng,1543
3687,S3558003,2008,en-US,1046
3580,P78950,1871,eng,1241
7339,R3090282,2009,eng,1690
6699,V26154406,2016,eng,2692
1833,U348225,1998,eng,9362
5010,R198332,1994,eng,489
668,S18693763,2014,eng,15177
1727,W357,1988,en-US,1458
8569,V15767586,2013,eng,2217
4754,R114132,2001,eng,764
320,U13526165,2012,eng,28973
4905,W92367,2004,en-US,1168
8251,R273512,2006,en-US,350
6052,S6571723,2009,eng,360
6368,T58894,1998,eng,324
5771,R21722,2005,en-US,658
5881,R16842,1964,eng,1305
9431,P550940,2007,en-US,888
1967,Y30659,180,eng,2613
4317,X15858,2003,eng,1529
7302,V454236,2006,,750
4719,X77378,1974,eng,264
9905,Y449,1999,eng,741
921,R18460392,2015,eng,21192
8215,Q16341,1942,en-GB,1063
1459,T15924,2004,en-US,3240
8676,S1862313,2008,eng,1553
3981,X16277248,2013,eng,449
6631,S8483233,2011,en-US,2677
5525,P115130,1976,eng,330
6657,Q18285151,2013,eng,2590
5216,R62212,2006,eng,1211
9049,P395220,1982,eng,417
5496,U44905,1986,eng,1416
3540,U9555,1993,eng,1604
6698,W18667817,2014,eng,1405
702,R13486632,2009,en-GB,16350
1373,T125404,1980,eng,1786
5709,Q15803141,2013,eng,1852
7592,S11623,1982,eng,517
6567,T131304,2004,,282
5936,W32437,2003,eng,586
8348,V6944566,2010,en-US,2499
6751,P285500,1776,,256
9024,S72003,1993,eng,367
918,U114955,2002,eng,2434
2311,Y61549,1938,eng,2031
8414,V17262236,2013,eng,2573
6315,W12331767,1975,,1600
2873,W218467,1977,en-US,1156
9555,X11942408,2011,ara,846
8739,R15732712,2012,eng,1681
2250,X10538,2006,,4015
4789,V379316,2007,eng,1533
5209,S13154933,2012,eng,1980
8138,Q27864391,2000,eng,1700
3595,R23522,1942,en-US,1658
1920,P17333230,2013,eng,6613
9876,W10165727,2011,eng,1775
4001,X25816688,2016,eng,4707
1382,X43808,1989,en-GB,101
6350,P555500,2007,en-US,858
434,W7791997,2010,en-US,10041
8017,Q15728921,2011,en-US,1171
6830,S11801463,2011,en-US,804
6614,S18693743,2014,eng,1460
6738,Q13501,1998,eng,710
2800,R17908462,2013,en-US,4970
312,Q2213661,2008,en-US,23840
5766,W2830067,2008,en-US,2462
4515,U14185,1965,eng,1114
7684,V59836,1986,en-US,473
2064,V37186,2000,eng,7221
1772,U272895,1941,eng,967
5564,V136636,1999,eng,591
2140,X12591698,2012,eng,3148
2694,Y6709,1999,,410
7433,V82436,1992,eng,1244
9149,P50750,2004,en-US,925
1735,P23220,2005,en-US,2367
8904,R422452,1993,en-GB,350
2476,Y3392089,2008,eng,5615
8054,S112693,2005,eng,380
5287,V47956,1998,eng,1656
510,Y233649,1990,en-US,3061
7020,T6407514,2009,en-US,2049
6927,Y261689,1950,eng,2284
9826,S67863,1996,eng,196
6148,X106128,2006,en-US,853
6743,W1316617,2008,en-US,1164
8762,W21411887,2014,eng,1427
640,S83763,2002,,2700
751,T8694,1982,eng,2354
3593,T248484,2007,en-US,5637
4399,P54270,1925,en-US,2272
1231,U898885,2007,en-US,8842
7474,W16071767,2013,eng,1226
4000,Y5201089,2008,eng,971
6628,Q65091,2002,eng,1131
9955,W13065327,2013,eng,1514
8875,Y170529,2001,eng,1457
7290,T116114,1951,eng,345
217,V21996,2003,eng,25846
2364,T12900174,2011,eng,3653
9415,Y8100979,2011,eng,579
8506,R18392,1996,eng,629
7782,P20613920,2014,eng,1969
4651,X16071748,2013,eng,1157
682,Q14201,2004,eng,11516
1848,U6381205,2009,eng,8554
4495,V3157876,2007,eng,657
2237,R10993282,2012,eng,4414
7162,R136642,2000,fre,563
4808,V22341276,2014,,1786
6587,Y72929,1999,eng,1172
3370,Q68811,1973,ger,1639
7876,X16256798,2012,eng,1424
4237,U16055,1997,eng,2720
9559,U11605,2000,eng,306
977,U15645,1320,,3576
8362,T25852784,2016,eng,3019
7461,Q18089551,2013,en-US,1862
5005,T46674,1980,en-US,540
6196,Y831829,2001,,467
4915,X93788,2004,eng,1167
261,Y480479,1996,eng,3074
5353,W7528717,2010,en-US,399
8855,S198863,2006,,569
1429,V3754026,2008,eng,1726
3395,R71252,1996,eng,926
4751,Y8811139,2013,eng,2459
8765,U284195,2002,,912
2956,Q10661081,2011,eng,206
1026,U10965,2005,eng,4053
6921,Y46349,2003,eng,1957
6489,W13183957,2012,eng,2550
1401,P615570,1992,eng,1778
2589,Y421549,2000,eng,2732
9376,R116982,1976,eng,231
8858,V459386,1995,eng,783
8096,Q26581,1983,eng,307
9102,W105687,1999,eng,780
8878,U23885,1961,,268
7734,Q59091,1932,en-US,587
5524,X35488,1997,en-US,592
2553,U10155,1912,,1440
2648,Q99111,1926,eng,625
9504,T26228034,2016,eng,1502
7053,W272607,1996,eng,773
5267,Q1166131,2004,eng,1626
9117,R59882,1994,,301
7914,S24041443,2015,eng,1791
6792,V1729146,2008,en-US,351
4562,Q6368611,2011,en-US,1552
7605,S9925913,2011,eng,906
4290,S192893,1923,eng,1609
1093,P8652190,2011,en-US,3014
3579,U8765,2006,en-US,4306
7477,U390305,2000,eng,564
1538,X22501028,2015,eng,7715
4907,Y28899,2006,en-US,1229
7194,X37338,2007,en-US,1360
5952,S1430213,2007,eng,1708
2794,S30633,1960,en-US,1109
487,P7670,1969,,2555
2051,R13872,1989,eng,5001
6000,S3870943,2008,eng,1916
9204,T9854,2005,,682
2899,S18144053,2014,eng,4834
5728,S31313,2006,eng,575
7515,Q43081,2003,eng,640
5250,V11382346,2011,eng,2067
9413,P30253700,2016,eng,1341
7747,V66676,2004,en-GB,114
5140,X16054808,2013,eng,3927
7187,V8696,1990,,845
7510,V17835766,2014,eng,1898
1662,S6693,1970,eng,2813
5884,R30831912,2017,eng,5731
8610,Q95661,2005,,701
6075,W7785207,2010,eng,2068
9842,W24019187,2015,eng,1210
3093,P3438000,1994,ara,5475
3282,Y12962439,2011,eng,808
5860,Q89551,1980,eng,422
159,R2120932,2008,eng,14098
1041,U12505,1868,eng,3312
3592,S7544603,2010,ger,4532
8302,Y504369,1994,eng,299
2773,T552894,2008,eng,1604
4212,S19101283,2014,eng,2270
3631,Y94799,2001,,1134
2625,X56728,1997,eng,1036
7963,T88514,2001,eng,675
3173,T22716194,2015,eng,4531
5178,P22611920,2014,eng,2721
6307,U460635,1984,en-US,1391
9142,W6517407,2009,eng,899
7678,V7290826,2010,en-US,1062
87,W1617,1958,eng,22001
8364,S17835773,2013,eng,1151
1297,V10798416,2012,eng,9595
3538,Y3831279,2007,ara,1619
7997,T133954,1880,,1068
4337,Y89399,1999,,1246
2391,S3552023,2008,eng,1511
615,U22205,2002,eng,4597
4247,T13256064,2011,,1993
7129,R6791212,2009,eng,1583
4239,W23168277,2015,eng,3889
705,U10605,1984,en-GB,1641
9725,T17950614,2014,eng,1833
3291,Y28689,1990,en-US,422
3566,V14316,2006,,2806
8379,S22725443,2015,eng,2270
9424,Y13659,2001,eng,465
1367,U43545,1958,eng,3169
3480,S402843,1970,en-GB,860
3405,W17798287,2013,eng,3515
7173,P102030,1935,eng,759
4032,U26114135,2016,eng,5837
2747,U15055,1985,eng,1912
6264,S12663,1980,en-GB,343
1146,P102920,1993,en-US,1659
4942,W48467,1952,en-US,1675
4590,U84785,2007,eng,1331
2,S3,1997,eng,75867
3506,W856917,,eng,400
6380,S66683,2002,eng,218
8587,Q17667561,2014,eng,2277
9194,U543505,1905,,188
3386,R1470232,2006,eng,2343
5455,R141372,1996,en-US,1190
7410,V397466,1986,eng,179
8670,Y11099729,2012,eng,1257
9031,V10378106,2011,eng,1051
4781,Y84139,2005,en-US,968
396,V3367956,2009,eng,18120
7641,U262545,2006,,2132
3748,Q15704001,2012,eng,5383
9238,R8172,2003,en-GB,355
8424,X2637138,2008,eng,497
3769,U9475,2002,en-US,1614
485,T4934,1880,eng,7640
2119,Y28249,2001,eng,2029
925,W16527,1998,eng,3142
8537,U331695,2003,,812
6325,Q238141,2006,eng,546
6340,S61903,1986,eng,1241
4445,Y24779,1966,eng,738
4629,X12617758,2012,eng,3534
4083,Y73089,2005,eng,1458
6891,Y28759,1989,en-US,641
9932,Q16182601,2013,eng,991
6829,Q7531,2002,en-GB,1127
172,P15823480,1877,eng,18064
833,U5355,1994,eng,1337
8086,U16233105,2012,en-US,848
329,Q2318271,2008,eng,14988
6435,T16884,1986,eng,667
4757,U201175,1996,,1093
6341,R71292,1960,eng,339
3147,Q22443261,2013,eng,4864
4487,S27333,1962,en-US,1415
6912,U18282915,2014,eng,1730
5957,Y169959,1992,en-US,165
8718,U18052985,2014,eng,2043
7776,Y12846479,2012,en-US,1631
710,W13747,2005,eng,7434
2100,U19030845,1986,eng,77
627,W125507,1989,en-GB,2618
3547,R34492,2006,eng,1294
5062,Q469901,2000,eng,1306
77,Y38709,1998,eng,15832
2688,X8546358,2011,en-US,6009
7563,Q85391,1981,eng,499
882,T92364,1978,en-US,1990
7773,W23207027,2016,eng,4782
3699,V5296,1893,en-US,806
3747,Q16248311,2013,eng,3065
2975,S4983,2002,eng,184
5757,T6905534,2010,eng,1581
7626,X95658,2004,,849
7167,Q133241,1993,eng,632
5529,S13530973,2012,eng,1578
5824,Q22457201,2013,eng,964
6115,S16096873,2013,eng,1444
9213,W21327,2006,eng,485
3857,T99894,1976,eng,552
7919,S2049993,2007,eng,1347
9206,U15655,2006,en-US,1452
6686,W2197227,2009,eng,1042
6199,Y11045709,2011,eng,3869
8294,Q7081,2006,en-US,1284
3998,W82747,2002,en-US,680
9524,X232268,1998,en-US,343
5694,Q18754961,2014,eng,1635
4887,W6694937,2010,,2555
3616,P6289920,2009,eng,2500
4303,T831194,2003,eng,1038
7466,Q136641,2005,eng,588
